STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
50,021,25375,01462094,5002125375,0600000US5002125375,Fair Haven,Fair Haven town,43,T1,G4040,A,45347090,1843177,+43.6206053,-073.2603553
50,023,76975,01462244,5002376975,0600000US5002376975,Waterbury,Waterbury town,43,T1,G4040,A,124716290,4012574,+44.3881732,-072.7395817
50,001,16000,01462076,5000116000,0600000US5000116000,Cornwall,Cornwall town,43,T1,G4040,A,73990774,439832,+43.9629183,-073.2177012
50,001,29575,01462108,5000129575,0600000US5000129575,Granville,Granville town,43,T1,G4040,A,131792676,253918,+44.0052914,-072.8413144
50,001,31525,01462114,5000131525,0600000US5000131525,Hancock,Hancock town,43,T1,G4040,A,99657749,278253,+43.9054040,-072.9182359
50,001,44350,01462146,5000144350,0600000US5000144350,Middlebury,Middlebury town,43,T1,G4040,A,101608654,1021344,+44.0018997,-073.1190475
50,001,45550,01462150,5000145550,0600000US5000145550,Monkton,Monkton town,43,T1,G4040,A,92963472,973113,+44.2270403,-073.1317208
50,023,18550,01462085,5002318550,0600000US5002318550,Duxbury,Duxbury town,43,T1,G4040,A,111285311,528987,+44.2991838,-072.8472315
50,001,53950,01462169,5000153950,0600000US5000153950,Panton,Panton town,43,T1,G4040,A,40092401,16973162,+44.1304184,-073.3401912
50,001,59650,01462187,5000159650,0600000US5000159650,Ripton,Ripton town,43,T1,G4040,A,127650280,421512,+43.9849365,-072.9967754
50,001,65050,01462209,5000165050,0600000US5000165050,Shoreham,Shoreham town,43,T1,G4040,A,111950012,7645403,+43.8992426,-073.3153144
50,001,70075,01462217,5000170075,0600000US5000170075,Starksboro,Starksboro town,43,T1,G4040,A,117485652,494698,+44.2103324,-072.9933729
50,001,74650,01462233,5000174650,0600000US5000174650,Vergennes,Vergennes city,25,C5,G4040,F,6359939,199983,+44.1676604,-073.2553163
50,001,76075,01462240,5000176075,0600000US5000176075,Waltham,Waltham town,43,T1,G4040,A,23610483,305013,+44.1238967,-073.2293650
50,001,00325,01462023,5000100325,0600000US5000100325,Addison,Addison town,43,T1,G4040,A,107710362,19168382,+44.0585392,-073.3323146
50,001,83275,01462258,5000183275,0600000US5000183275,Weybridge,Weybridge town,43,T1,G4040,A,44282021,1217222,+44.0403287,-073.2227845
50,007,45250,01462149,5000745250,0600000US5000745250,Milton,Milton town,43,T1,G4040,A,133608687,24296867,+44.6459082,-073.1592206
50,001,40075,01462135,5000140075,0600000US5000140075,Lincoln,Lincoln town,43,T1,G4040,A,118130903,493295,+44.0929248,-072.9735212
50,001,83800,01462260,5000183800,0600000US5000183800,Whiting,Whiting town,43,T1,G4040,A,35227609,271962,+43.8763970,-073.2125727
50,011,02500,01462031,5001102500,0600000US5001102500,Bakersfield,Bakersfield town,43,T1,G4040,A,108990793,256695,+44.7895812,-072.7847373
50,005,69925,01462216,5000569925,0600000US5000569925,Stannard,Stannard town,43,T1,G4040,A,32742771,224817,+44.5254544,-072.1813054
50,011,05425,01462041,5001105425,0600000US5001105425,Berkshire,Berkshire town,43,T1,G4040,A,107977139,569265,+44.9719337,-072.7428413
50,011,24050,01462090,5001124050,0600000US5001124050,Enosburgh,Enosburgh town,43,T1,G4040,A,123278559,1267409,+44.8778150,-072.7507619
50,011,25225,01462093,5001125225,0600000US5001125225,Fairfield,Fairfield town,43,T1,G4040,A,174333510,2794673,+44.8083126,-072.9280479
50,011,26500,01462099,5001126500,0600000US5001126500,Fletcher,Fletcher town,43,T1,G4040,A,99319293,668308,+44.7126159,-072.9004565
50,011,27100,01462100,5001127100,0600000US5001127100,Franklin,Franklin town,43,T1,G4040,A,99934777,5903159,+44.9767688,-072.9017200
50,011,45850,01462151,5001145850,0600000US5001145850,Montgomery,Montgomery town,43,T1,G4040,A,145942558,201709,+44.8600920,-072.6052451
50,011,61675,01462196,5001161675,0600000US5001161675,St. Albans,St. Albans city,25,C5,G4040,F,5064444,4268,+44.8115382,-073.0844618
50,011,64600,01462207,5001164600,0600000US5001164600,Sheldon,Sheldon town,43,T1,G4040,A,100080746,1809124,+44.8985769,-072.9214255
50,025,07900,01462049,5002507900,0600000US5002507900,Brattleboro,Brattleboro town,43,T1,G4040,A,83023847,1515018,+42.8601870,-072.6330776
50,025,18325,01462084,5002518325,0600000US5002518325,Dummerston,Dummerston town,43,T1,G4040,A,79502081,622704,+42.9225376,-072.5994269
50,025,40225,01462136,5002540225,0600000US5002540225,Londonderry,Londonderry town,43,T1,G4040,A,91862173,1302830,+43.2010680,-072.7985789
50,025,57700,01462181,5002557700,0600000US5002557700,Putney,Putney town,43,T1,G4040,A,69044547,180757,+42.9951916,-072.5298301
50,025,74800,01462234,5002574800,0600000US5002574800,Vernon,Vernon town,43,T1,G4040,A,50370905,1482157,+42.7641329,-072.5220862
50,003,63175,01462202,5000363175,0600000US5000363175,Searsburg,Searsburg town,43,T1,G4040,A,55124443,327248,+42.8902966,-072.9634911
50,011,33025,01462118,5001133025,0600000US5001133025,Highgate,Highgate town,43,T1,G4040,A,132156861,23396219,+44.9631977,-073.0598568
50,005,10450,01462059,5000510450,0600000US5000510450,Burke,Burke town,43,T1,G4040,A,86927866,354804,+44.6108633,-071.9309439
50,005,30550,01462110,5000530550,0600000US5000530550,Groton,Groton town,43,T1,G4040,A,139414527,3122663,+44.2324532,-072.2575155
50,005,31825,01462115,5000531825,0600000US5000531825,Hardwick,Hardwick town,43,T1,G4040,A,99107582,1023094,+44.5199318,-072.3481757
50,025,01900,01462028,5002501900,0600000US5002501900,Athens,Athens town,43,T1,G4040,A,36137937,197266,+43.1180022,-072.5870140
50,003,04825,01462039,5000304825,0600000US5000304825,Bennington,Bennington town,43,T1,G4040,A,108648450,653376,+42.8861543,-073.2126845
50,003,17725,01462082,5000317725,0600000US5000317725,Dorset,Dorset town,43,T1,G4040,A,122692452,334589,+43.2841535,-073.0320448
50,005,37900,01462130,5000537900,0600000US5000537900,Kirby,Kirby town,43,T1,G4040,A,63961519,128184,+44.5091721,-071.9206186
50,005,41725,01462140,5000541725,0600000US5000541725,Lyndon,Lyndon town,43,T1,G4040,A,101891984,918926,+44.5514589,-072.0128704
50,005,47725,01462157,5000547725,0600000US5000547725,Newark,Newark town,43,T1,G4040,A,95243417,1207165,+44.7353903,-071.9395229
50,005,54400,01462171,5000554400,0600000US5000554400,Peacham,Peacham town,43,T1,G4040,A,120906410,2676271,+44.3289270,-072.1998339
50,005,62200,01462199,5000562200,0600000US5000562200,St. Johnsbury,St. Johnsbury town,43,T1,G4040,A,94405066,913955,+44.4603024,-072.0049239
50,005,64075,01462205,5000564075,0600000US5000564075,Sheffield,Sheffield town,43,T1,G4040,A,84840734,666566,+44.6407389,-072.1108852
50,017,07600,01462047,5001707600,0600000US5001707600,Braintree,Braintree town,43,T1,G4040,A,99570810,275788,+43.9670716,-072.7086036
50,017,09325,01462054,5001709325,0600000US5001709325,Brookfield,Brookfield town,43,T1,G4040,A,105876670,921312,+44.0239083,-072.5878915
50,017,15700,01462075,5001715700,0600000US5001715700,Corinth,Corinth town,43,T1,G4040,A,124945252,284940,+44.0432245,-072.2823784
50,017,25675,01462095,5001725675,0600000US5001725675,Fairlee,Fairlee town,43,T1,G4040,A,51715954,2808176,+43.9179802,-072.1802125
50,017,53425,01462167,5001753425,0600000US5001753425,Orange,Orange town,43,T1,G4040,A,100199779,724441,+44.1665269,-072.3466139
50,017,58075,01462182,5001758075,0600000US5001758075,Randolph,Randolph town,43,T1,G4040,A,124240343,392024,+43.9216848,-072.6109151
50,017,70675,01462220,5001770675,0600000US5001770675,Strafford,Strafford town,43,T1,G4040,A,114179722,470499,+43.8749624,-072.3649353
50,017,72400,01462226,5001772400,0600000US5001772400,Thetford,Thetford town,43,T1,G4040,A,112800232,2081778,+43.8367087,-072.2494962
50,017,73075,01462228,5001773075,0600000US5001773075,Topsham,Topsham town,43,T1,G4040,A,126706618,239800,+44.1556571,-072.2459105
50,017,73675,01462231,5001773675,0600000US5001773675,Tunbridge,Tunbridge town,43,T1,G4040,A,115609011,394352,+43.9006022,-072.4853535
50,017,74950,01462235,5001774950,0600000US5001774950,Vershire,Vershire town,43,T1,G4040,A,93500027,133123,+43.9567647,-072.3265387
50,017,79975,01462249,5001779975,0600000US5001779975,West Fairlee,West Fairlee town,43,T1,G4040,A,58588748,560978,+43.9242822,-072.2209382
50,017,84175,01462262,5001784175,0600000US5001784175,Williamstown,Williamstown town,43,T1,G4040,A,104014501,519077,+44.1109048,-072.5415256
50,017,07375,01462046,5001707375,0600000US5001707375,Bradford,Bradford town,43,T1,G4040,A,76818599,578962,+44.0121764,-072.1582963
50,017,76750,01462243,5001776750,0600000US5001776750,Washington,Washington town,43,T1,G4040,A,100961054,144403,+44.0761653,-072.4226326
